key,stock_id,T+n,date,close,
20250806-3623,3623,-18,2025/7/11,18.35,4.86%
20250806-3623,3623,-17,2025/7/14,17.85,-2.72%
20250806-3623,3623,-16,2025/7/15,18,0.84%
20250806-3623,3623,-15,2025/7/16,18,0.00%
20250806-3623,3623,-14,2025/7/17,18.1,0.56%
20250806-3623,3623,-13,2025/7/18,17.9,-1.10%
20250806-3623,3623,-12,2025/7/21,17.8,-0.56%
20250806-3623,3623,-11,2025/7/22,17.5,-1.69%
20250806-3623,3623,-10,2025/7/23,17.55,0.29%
20250806-3623,3623,-9,2025/7/24,17.8,1.42%
20250806-3623,3623,-8,2025/7/25,17.7,-0.56%
20250806-3623,3623,-7,2025/7/28,18,1.69%
20250806-3623,3623,-6,2025/7/29,17.8,-1.11%
20250806-3623,3623,-5,2025/7/30,19.55,9.83%
20250806-3623,3623,-4,2025/7/31,21.5,9.97%
20250806-3623,3623,-3,2025/8/1,23.65,10.00%
20250806-3623,3623,-2,2025/8/4,24.2,2.33%
20250806-3623,3623,-1,2025/8/5,24.5,1.24%
20250806-3623,3623,1,2025/8/7,24.9,
20250806-3623,3623,2,2025/8/8,24.8,
20250806-3623,3623,3,2025/8/11,24.3,
20250806-3623,3623,4,2025/8/12,24.45,
20250806-3623,3623,5,2025/8/13,24.7,
20250806-3623,3623,6,2025/8/14,24.45,
20250806-3623,3623,7,2025/8/15,24.9,
20250806-3623,3623,8,2025/8/18,27.35,
20250806-3623,3623,9,2025/8/19,25.55,
20250806-3623,3623,10,2025/8/20,24.55,
20250806-6949,6949,0,2025/8/6,281.5,
20250806-6949,6949,-20,2025/7/9,157.5,-44.05%
20250806-6949,6949,-19,2025/7/10,160.5,1.90%
20250806-6949,6949,-18,2025/7/11,159.5,-0.62%
20250806-6949,6949,-17,2025/7/14,159,-0.31%
20250806-6949,6949,-16,2025/7/15,159,0.00%
20250806-6949,6949,-15,2025/7/16,160,0.63%
20250806-6949,6949,-14,2025/7/17,159,-0.63%
20250806-6949,6949,-13,2025/7/18,158.5,-0.31%
20250806-6949,6949,-12,2025/7/21,158,-0.32%
20250806-6949,6949,-11,2025/7/22,156,-1.27%
20250806-6949,6949,-10,2025/7/23,156,0.00%
20250806-6949,6949,-9,2025/7/24,170,8.97%
20250806-6949,6949,-8,2025/7/25,169,-0.59%
20250806-6949,6949,-7,2025/7/28,169,0.00%
20250806-6949,6949,-6,2025/7/29,169,0.00%
20250806-6949,6949,-5,2025/7/30,185.5,9.76%
20250806-6949,6949,-4,2025/7/31,193,4.04%
20250806-6949,6949,-3,2025/8/1,212,9.84%
20250806-6949,6949,-2,2025/8/4,233,9.91%
20250806-6949,6949,-1,2025/8/5,256,9.87%
20250806-6949,6949,1,2025/8/7,309.5,
20250806-6949,6949,2,2025/8/8,339,
20250806-6949,6949,3,2025/8/11,360,
20250806-6949,6949,4,2025/8/12,395,
20250806-6949,6949,5,2025/8/13,355.5,
20250806-6949,6949,6,2025/8/14,355.5,
20250806-6949,6949,7,2025/8/15,351,
20250806-6949,6949,8,2025/8/18,341,
20250806-6949,6949,9,2025/8/19,350,
20250806-6949,6949,10,2025/8/20,345,
20250806-8472,8472,0,2025/8/6,80.4,
20250806-8472,8472,-20,2025/7/7,29.2,-63.68%
20250806-8472,8472,-19,2025/7/8,28.3,-3.08%
20250806-8472,8472,-18,2025/7/11,31.1,9.89%
20250806-8472,8472,-17,2025/7/14,34.2,9.97%
20250806-8472,8472,-16,2025/7/15,37.6,9.94%
20250806-8472,8472,-15,2025/7/16,41.35,9.97%
20250806-8472,8472,-14,2025/7/17,45.45,9.92%
20250806-8472,8472,-13,2025/7/18,49.95,9.90%
20250806-8472,8472,-12,2025/7/21,54.9,9.91%
20250806-8472,8472,-11,2025/7/22,53.5,-2.55%
20250806-8472,8472,-10,2025/7/23,48.8,-8.79%
20250806-8472,8472,-9,2025/7/24,51.4,5.33%
20250806-8472,8472,-8,2025/7/25,49.5,-3.70%
20250806-8472,8472,-7,2025/7/28,51.4,3.84%
20250806-8472,8472,-6,2025/7/29,51.3,-0.19%
20250806-8472,8472,-5,2025/7/30,50,-2.53%
20250806-8472,8472,-4,2025/7/31,55,10.00%
20250806-8472,8472,-3,2025/8/1,60.5,10.00%
20250806-8472,8472,-2,2025/8/4,66.5,9.92%
20250806-8472,8472,-1,2025/8/5,73.1,9.92%
20250806-8472,8472,1,2025/8/7,72.9,
20250806-8472,8472,2,2025/8/8,73.6,
20250806-8472,8472,3,2025/8/11,77.1,
20250806-8472,8472,4,2025/8/12,84.8,
20250806-8472,8472,5,2025/8/13,93.2,
20250806-8472,8472,6,2025/8/14,93,
20250806-8472,8472,7,2025/8/15,99.9,
20250806-8472,8472,8,2025/8/18,96.5,
20250806-8472,8472,9,2025/8/19,100,
20250806-8472,8472,10,2025/8/20,96.9,
20250807-8033,8033,0,2025/8/7,105,
20250807-8033,8033,-20,2025/7/10,63,-40.00%
20250807-8033,8033,-19,2025/7/11,64.5,2.38%
20250807-8033,8033,-18,2025/7/14,64.2,-0.47%
20250807-8033,8033,-17,2025/7/15,65,1.25%
20250807-8033,8033,-16,2025/7/16,63.6,-2.15%
20250807-8033,8033,-15,2025/7/17,63.5,-0.16%
20250807-8033,8033,-14,2025/7/18,64.6,1.73%
20250807-8033,8033,-13,2025/7/21,64.4,-0.31%
20250807-8033,8033,-12,2025/7/22,62.2,-3.42%
20250807-8033,8033,-11,2025/7/23,68.4,9.97%
20250807-8033,8033,-10,2025/7/24,69.5,1.61%
20250807-8033,8033,-9,2025/7/25,76.4,9.93%
20250807-8033,8033,-8,2025/7/28,78.9,3.27%
20250807-8033,8033,-7,2025/7/29,86.7,9.89%
20250807-8033,8033,-6,2025/7/30,95.3,9.92%
20250807-8033,8033,-5,2025/7/31,95.6,0.31%
20250807-8033,8033,-4,2025/8/1,97.1,1.57%
20250807-8033,8033,-3,2025/8/4,102,5.05%
20250807-8033,8033,-2,2025/8/5,102,0.00%
20250807-8033,8033,-1,2025/8/6,111,8.82%
20250807-8033,8033,1,2025/8/8,101,
20250807-8033,8033,2,2025/8/11,109.5,
20250807-8033,8033,3,2025/8/12,110.5,
20250807-8033,8033,4,2025/8/13,109,
20250807-8033,8033,5,2025/8/14,113.5,
20250807-8033,8033,6,2025/8/15,119.5,
20250807-8033,8033,7,2025/8/18,131,
20250807-8033,8033,8,2025/8/19,126,
20250807-8033,8033,9,2025/8/20,123,
20250807-8033,8033,10,2025/8/21,128.5,
20250808-6129,6129,0,2025/8/8,13.9,
20250808-6129,6129,-20,2025/7/11,10.1,-27.34%
20250808-6129,6129,-19,2025/7/14,10,-0.99%
20250808-6129,6129,-18,2025/7/15,10.1,1.00%
20250808-6129,6129,-17,2025/7/16,10.05,-0.50%
20250808-6129,6129,-16,2025/7/17,10.3,2.49%
20250808-6129,6129,-15,2025/7/18,10.15,-1.46%
20250808-6129,6129,-14,2025/7/21,10.2,0.49%
20250808-6129,6129,-13,2025/7/22,10.25,0.49%
20250808-6129,6129,-12,2025/7/23,10.3,0.49%
20250808-6129,6129,-11,2025/7/24,10.35,0.49%
20250808-6129,6129,-10,2025/7/25,10.3,-0.48%
20250808-6129,6129,-9,2025/7/28,10.45,1.46%
20250808-6129,6129,-8,2025/7/29,10.35,-0.96%
20250808-6129,6129,-7,2025/7/30,10.4,0.48%
20250808-6129,6129,-6,2025/7/31,10.25,-1.44%
20250808-6129,6129,-5,2025/8/1,11.25,9.76%
20250808-6129,6129,-4,2025/8/4,12.35,9.78%
20250808-6129,6129,-3,2025/8/5,13.55,9.72%
20250808-6129,6129,-2,2025/8/6,14.4,6.27%
20250808-6129,6129,-1,2025/8/7,13.85,-3.82%
20250808-6129,6129,1,2025/8/11,13.8,
20250808-6129,6129,2,2025/8/12,13.8,
20250808-6129,6129,3,2025/8/13,13.75,
20250808-6129,6129,4,2025/8/14,13.75,
20250808-6129,6129,5,2025/8/15,15.1,
20250808-6129,6129,6,2025/8/18,16.6,
20250808-6129,6129,7,2025/8/19,16.8,
20250808-6129,6129,8,2025/8/20,15.95,
20250808-6129,6129,9,2025/8/21,16.6,
20250808-6129,6129,10,2025/8/22,16.05,
20250808-6727,6727,0,2025/8/8,118.5,
20250808-6727,6727,-20,2025/7/11,72.6,-38.73%
20250808-6727,6727,-19,2025/7/14,73,0.55%
20250808-6727,6727,-18,2025/7/15,72.3,-0.96%
20250808-6727,6727,-17,2025/7/16,72,-0.41%
20250808-6727,6727,-16,2025/7/17,70.2,-2.50%
20250808-6727,6727,-15,2025/7/18,70.6,0.57%
20250808-6727,6727,-14,2025/7/21,71.3,0.99%
20250808-6727,6727,-13,2025/7/22,71.4,0.14%
20250808-6727,6727,-12,2025/7/23,71.7,0.42%
20250808-6727,6727,-11,2025/7/24,72.5,1.12%
20250808-6727,6727,-10,2025/7/25,72,-0.69%
20250808-6727,6727,-9,2025/7/28,73.7,2.36%
20250808-6727,6727,-8,2025/7/29,73.7,0.00%
20250808-6727,6727,-7,2025/7/30,73.3,-0.54%
20250808-6727,6727,-6,2025/7/31,75.8,3.41%
20250808-6727,6727,-5,2025/8/1,80.6,6.33%
20250808-6727,6727,-4,2025/8/4,81.4,0.99%
20250808-6727,6727,-3,2025/8/5,89.5,9.95%
20250808-6727,6727,-2,2025/8/6,98.4,9.94%
20250808-6727,6727,-1,2025/8/7,108,9.76%
20250808-6727,6727,1,2025/8/11,130,
20250808-6727,6727,2,2025/8/12,137,
20250808-6727,6727,3,2025/8/13,150.5,
20250808-6727,6727,4,2025/8/14,165.5,
20250808-6727,6727,5,2025/8/15,174.5,
20250808-6727,6727,6,2025/8/18,184,
20250808-6727,6727,7,2025/8/19,168,
20250808-6727,6727,8,2025/8/20,170,
20250808-6727,6727,9,2025/8/21,179,
20250808-6727,6727,10,2025/8/22,175,
20250808-8021,8021,0,2025/8/8,82.6,
20250808-8021,8021,-20,2025/7/11,53.3,-35.47%
20250808-8021,8021,-19,2025/7/14,52.6,-1.31%
20250808-8021,8021,-18,2025/7/15,52.6,0.00%
20250808-8021,8021,-17,2025/7/16,51.9,-1.33%
20250808-8021,8021,-16,2025/7/17,50.3,-3.08%
20250808-8021,8021,-15,2025/7/18,53.4,6.16%
20250808-8021,8021,-14,2025/7/21,52,-2.62%
20250808-8021,8021,-13,2025/7/22,49.75,-4.33%
20250808-8021,8021,-12,2025/7/23,50.7,1.91%
20250808-8021,8021,-11,2025/7/24,53,4.54%
20250808-8021,8021,-10,2025/7/25,52.5,-0.94%
20250808-8021,8021,-9,2025/7/28,57.7,9.90%
20250808-8021,8021,-8,2025/7/29,58.8,1.91%
20250808-8021,8021,-7,2025/7/30,57.5,-2.21%
20250808-8021,8021,-6,2025/7/31,63.2,9.91%
20250808-8021,8021,-5,2025/8/1,66,4.43%
20250808-8021,8021,-4,2025/8/4,69.1,4.70%
20250808-8021,8021,-3,2025/8/5,68.1,-1.45%
20250808-8021,8021,-2,2025/8/6,71,4.26%
20250808-8021,8021,-1,2025/8/7,78.1,10.00%
20250808-8021,8021,1,2025/8/11,81.5,
20250808-8021,8021,2,2025/8/12,84,
20250808-8021,8021,3,2025/8/13,88,
20250808-8021,8021,4,2025/8/14,92,
20250808-8021,8021,5,2025/8/15,92,
20250808-8021,8021,6,2025/8/18,101,
20250808-8021,8021,7,2025/8/19,93.4,
20250808-8021,8021,8,2025/8/20,89.2,
20250808-8021,8021,9,2025/8/21,94.2,
20250808-8021,8021,10,2025/8/22,89.2,
20250808-8038,8038,0,2025/8/8,49.2,
20250808-8038,8038,-20,2025/7/11,36.2,-26.42%
20250808-8038,8038,-19,2025/7/14,35.7,-1.38%
20250808-8038,8038,-18,2025/7/15,37.4,4.76%
20250808-8038,8038,-17,2025/7/16,36.7,-1.87%
20250808-8038,8038,-16,2025/7/17,36.9,0.54%
20250808-8038,8038,-15,2025/7/18,36.7,-0.54%
20250808-8038,8038,-14,2025/7/21,36.35,-0.95%
20250808-8038,8038,-13,2025/7/22,36.1,-0.69%
20250808-8038,8038,-12,2025/7/23,38.2,5.82%
20250808-8038,8038,-11,2025/7/24,37.25,-2.49%
20250808-8038,8038,-10,2025/7/25,37.6,0.94%
20250808-8038,8038,-9,2025/7/28,38.8,3.19%
20250808-8038,8038,-8,2025/7/29,39.9,2.84%
20250808-8038,8038,-7,2025/7/30,39.5,-1.00%
20250808-8038,8038,-6,2025/7/31,38.6,-2.28%
20250808-8038,8038,-5,2025/8/1,40.5,4.92%
20250808-8038,8038,-4,2025/8/4,44.55,10.00%
20250808-8038,8038,-3,2025/8/5,45,1.01%
20250808-8038,8038,-2,2025/8/6,47.25,5.00%
20250808-8038,8038,-1,2025/8/7,51.4,8.78%
20250808-8038,8038,1,2025/8/11,48.85,
20250808-8038,8038,2,2025/8/12,48.95,
20250808-8038,8038,3,2025/8/13,52.5,
20250808-8038,8038,4,2025/8/14,50.6,
20250808-8038,8038,5,2025/8/15,51.6,
20250808-8038,8038,6,2025/8/18,52,
20250808-8038,8038,7,2025/8/19,51.1,
20250808-8038,8038,8,2025/8/20,48.7,
20250808-8038,8038,9,2025/8/21,50,
20250808-8038,8038,10,2025/8/22,52,
20250811-2406,2406,0,2025/8/11,20.8,
20250811-2406,2406,-20,2025/7/14,11.4,-45.19%
20250811-2406,2406,-19,2025/7/15,11.35,-0.44%
20250811-2406,2406,-18,2025/7/16,11.35,0.00%
20250811-2406,2406,-17,2025/7/17,12.1,6.61%
20250811-2406,2406,-16,2025/7/18,12.05,-0.41%
20250811-2406,2406,-15,2025/7/21,12.05,0.00%
20250811-2406,2406,-14,2025/7/22,11.85,-1.66%
20250811-2406,2406,-13,2025/7/23,12.05,1.69%
20250811-2406,2406,-12,2025/7/24,11.95,-0.83%
20250811-2406,2406,-11,2025/7/25,12,0.42%
20250811-2406,2406,-10,2025/7/28,12.3,2.50%
20250811-2406,2406,-9,2025/7/29,12.1,-1.63%
20250811-2406,2406,-8,2025/7/30,12.2,0.83%
20250811-2406,2406,-7,2025/7/31,12.3,0.82%
20250811-2406,2406,-6,2025/8/1,13.25,7.72%
20250811-2406,2406,-5,2025/8/4,14.45,9.06%
20250811-2406,2406,-4,2025/8/5,14.3,-1.04%
20250811-2406,2406,-3,2025/8/6,15.7,9.79%
20250811-2406,2406,-2,2025/8/7,17.25,9.87%
20250811-2406,2406,-1,2025/8/8,18.95,9.86%
20250811-2406,2406,1,2025/8/12,22,
20250811-2406,2406,2,2025/8/13,21.25,
20250811-2406,2406,3,2025/8/14,21.25,
20250811-2406,2406,4,2025/8/15,23.35,
20250811-2406,2406,5,2025/8/18,25.65,
20250811-2406,2406,6,2025/8/19,26.4,
20250811-2406,2406,7,2025/8/20,24.5,
20250811-2406,2406,8,2025/8/21,24.45,
20250811-2406,2406,9,2025/8/22,23.5,
20250811-2406,2406,10,2025/8/25,25.1,
20250811-2493,2493,0,2025/8/11,135.5,
20250811-2493,2493,-20,2025/7/14,96,-29.15%
20250811-2493,2493,-19,2025/7/15,95.1,-0.94%
20250811-2493,2493,-18,2025/7/16,95.5,0.42%
20250811-2493,2493,-17,2025/7/17,96.8,1.36%
20250811-2493,2493,-16,2025/7/18,97.1,0.31%
20250811-2493,2493,-15,2025/7/21,96.3,-0.82%
20250811-2493,2493,-14,2025/7/22,94.6,-1.77%
20250811-2493,2493,-13,2025/7/23,98.5,4.12%
20250811-2493,2493,-12,2025/7/24,97.6,-0.91%
20250811-2493,2493,-11,2025/7/25,97.9,0.31%
20250811-2493,2493,-10,2025/7/28,97.7,-0.20%
20250811-2493,2493,-9,2025/7/29,96.5,-1.23%
20250811-2493,2493,-8,2025/7/30,96.2,-0.31%
20250811-2493,2493,-7,2025/7/31,94.8,-1.46%
20250811-2493,2493,-6,2025/8/1,95.2,0.42%
20250811-2493,2493,-5,2025/8/4,104.5,9.77%
20250811-2493,2493,-4,2025/8/5,112.5,7.66%
20250811-2493,2493,-3,2025/8/6,122.5,8.89%
20250811-2493,2493,-2,2025/8/7,134.5,9.80%
20250811-2493,2493,-1,2025/8/8,141.5,5.20%
20250811-2493,2493,1,2025/8/12,136,
20250811-2493,2493,2,2025/8/13,129.5,
20250811-2493,2493,3,2025/8/14,132,
20250811-2493,2493,4,2025/8/15,134.5,
20250811-2493,2493,5,2025/8/18,142,
20250811-2493,2493,6,2025/8/19,138.5,
20250811-2493,2493,7,2025/8/20,137,
20250811-2493,2493,8,2025/8/21,150.5,
20250811-2493,2493,9,2025/8/22,152.5,
20250811-2493,2493,10,2025/8/25,158,
20250811-6949,6949,0,2025/8/11,360,
20250811-6949,6949,-20,2025/7/14,159,-55.83%
20250811-6949,6949,-19,2025/7/15,159,0.00%
20250811-6949,6949,-18,2025/7/16,160,0.63%
20250811-6949,6949,-17,2025/7/17,159,-0.63%
20250811-6949,6949,-16,2025/7/18,158.5,-0.31%
20250811-6949,6949,-15,2025/7/21,158,-0.32%
20250811-6949,6949,-14,2025/7/22,156,-1.27%
20250811-6949,6949,-13,2025/7/23,156,0.00%
20250811-6949,6949,-12,2025/7/24,170,8.97%
20250811-6949,6949,-11,2025/7/25,169,-0.59%
20250811-6949,6949,-10,2025/7/28,169,0.00%
20250811-6949,6949,-9,2025/7/29,169,0.00%
20250811-6949,6949,-8,2025/7/30,185.5,9.76%
20250811-6949,6949,-7,2025/7/31,193,4.04%
20250811-6949,6949,-6,2025/8/1,212,9.84%
20250811-6949,6949,-5,2025/8/4,233,9.91%
20250811-6949,6949,-4,2025/8/5,256,9.87%
20250811-6949,6949,-3,2025/8/6,281.5,9.96%
20250811-6949,6949,-2,2025/8/7,309.5,9.95%
20250811-6949,6949,-1,2025/8/8,339,9.53%
20250811-6949,6949,1,2025/8/12,395,
20250811-6949,6949,2,2025/8/13,355.5,
20250811-6949,6949,3,2025/8/14,355.5,
20250811-6949,6949,4,2025/8/15,351,
20250811-6949,6949,5,2025/8/18,341,
20250811-6949,6949,6,2025/8/19,350,
20250811-6949,6949,7,2025/8/20,345,
20250811-6949,6949,8,2025/8/21,355.5,
20250811-6949,6949,9,2025/8/22,391,
20250811-6949,6949,10,2025/8/25,390,
20250813-4991,4991,0,2025/8/13,165,
20250813-4991,4991,-20,2025/7/16,162,-1.82%
20250813-4991,4991,-19,2025/7/17,153.5,-5.25%
20250813-4991,4991,-18,2025/7/18,154,0.33%
20250813-4991,4991,-17,2025/7/21,152.5,-0.97%
20250813-4991,4991,-16,2025/7/22,142.5,-6.56%
20250813-4991,4991,-15,2025/7/23,140,-1.75%
20250813-4991,4991,-14,2025/7/24,149.5,6.79%
20250813-4991,4991,-13,2025/7/25,157,5.02%
20250813-4991,4991,-12,2025/7/28,158,0.64%
20250813-4991,4991,-11,2025/7/29,159,0.63%
20250813-4991,4991,-10,2025/7/30,159,0.00%
20250813-4991,4991,-9,2025/7/31,165,3.77%
20250813-4991,4991,-8,2025/8/1,168.5,2.12%
20250813-4991,4991,-7,2025/8/4,160.5,-4.75%
20250813-4991,4991,-6,2025/8/5,153.5,-4.36%
20250813-4991,4991,-5,2025/8/6,168.5,9.77%
20250813-4991,4991,-4,2025/8/7,164.5,-2.37%
20250813-4991,4991,-3,2025/8/8,158,-3.95%
20250813-4991,4991,-2,2025/8/11,169,6.96%
20250813-4991,4991,-1,2025/8/12,170.5,0.89%
20250813-4991,4991,1,2025/8/14,159,
20250813-4991,4991,2,2025/8/15,161,
20250813-4991,4991,3,2025/8/18,162,
20250813-4991,4991,4,2025/8/19,164.5,
20250813-4991,4991,5,2025/8/20,156.5,
20250813-4991,4991,6,2025/8/21,152,
20250813-4991,4991,7,2025/8/22,155.5,
20250813-4991,4991,8,2025/8/25,166,
20250813-4991,4991,9,2025/8/26,168,
20250813-4991,4991,10,2025/8/27,175,
20250813-6727,6727,0,2025/8/13,150.5,
20250813-6727,6727,-20,2025/7/16,72,-52.16%
20250813-6727,6727,-19,2025/7/17,70.2,-2.50%
20250813-6727,6727,-18,2025/7/18,70.6,0.57%
20250813-6727,6727,-17,2025/7/21,71.3,0.99%
20250813-6727,6727,-16,2025/7/22,71.4,0.14%
20250813-6727,6727,-15,2025/7/23,71.7,0.42%
20250813-6727,6727,-14,2025/7/24,72.5,1.12%
20250813-6727,6727,-13,2025/7/25,72,-0.69%
20250813-6727,6727,-12,2025/7/28,73.7,2.36%
20250813-6727,6727,-11,2025/7/29,73.7,0.00%
20250813-6727,6727,-10,2025/7/30,73.3,-0.54%
20250813-6727,6727,-9,2025/7/31,75.8,3.41%
20250813-6727,6727,-8,2025/8/1,80.6,6.33%
20250813-6727,6727,-7,2025/8/4,81.4,0.99%
20250813-6727,6727,-6,2025/8/5,89.5,9.95%
20250813-6727,6727,-5,2025/8/6,98.4,9.94%
20250813-6727,6727,-4,2025/8/7,108,9.76%
20250813-6727,6727,-3,2025/8/8,118.5,9.72%
20250813-6727,6727,-2,2025/8/11,130,9.70%
20250813-6727,6727,-1,2025/8/12,137,5.38%
20250813-6727,6727,1,2025/8/14,165.5,
20250813-6727,6727,2,2025/8/15,174.5,
20250813-6727,6727,3,2025/8/18,184,
20250813-6727,6727,4,2025/8/19,168,
20250813-6727,6727,5,2025/8/20,170,
20250813-6727,6727,6,2025/8/21,179,
20250813-6727,6727,7,2025/8/22,175,
20250813-6727,6727,8,2025/8/25,180,
20250813-6727,6727,9,2025/8/26,177.5,
20250813-6727,6727,10,2025/8/27,185,
20250813-6895,6895,0,2025/8/13,235.5,
20250813-6895,6895,-20,2025/7/16,190,-19.32%
20250813-6895,6895,-19,2025/7/17,191.5,0.79%
20250813-6895,6895,-18,2025/7/18,197,2.87%
20250813-6895,6895,-17,2025/7/21,193,-2.03%
20250813-6895,6895,-16,2025/7/22,176,-8.81%
20250813-6895,6895,-15,2025/7/23,176,0.00%
20250813-6895,6895,-14,2025/7/24,174.5,-0.85%
20250813-6895,6895,-13,2025/7/25,176.5,1.15%
20250813-6895,6895,-12,2025/7/28,182,3.12%
20250813-6895,6895,-11,2025/7/29,176.5,-3.02%
20250813-6895,6895,-10,2025/7/30,174.5,-1.13%
20250813-6895,6895,-9,2025/7/31,174.5,0.00%
20250813-6895,6895,-8,2025/8/1,175.5,0.57%
20250813-6895,6895,-7,2025/8/4,179,1.99%
20250813-6895,6895,-6,2025/8/5,185,3.35%
20250813-6895,6895,-5,2025/8/6,182.5,-1.35%
20250813-6895,6895,-4,2025/8/7,192.5,5.48%
20250813-6895,6895,-3,2025/8/8,202,4.94%
20250813-6895,6895,-2,2025/8/11,222,9.90%
20250813-6895,6895,-1,2025/8/12,244,9.91%
20250813-6895,6895,1,2025/8/14,252,
20250813-6895,6895,2,2025/8/15,263,
20250813-6895,6895,3,2025/8/18,269,
20250813-6895,6895,4,2025/8/19,274,
20250813-6895,6895,5,2025/8/20,267.5,
20250813-6895,6895,6,2025/8/21,275,
20250813-6895,6895,7,2025/8/22,277,
20250813-6895,6895,8,2025/8/25,288,
20250813-6895,6895,9,2025/8/26,291,
20250813-6895,6895,10,2025/8/27,282,
20250813-8935,8935,0,2025/8/13,23.7,
20250813-8935,8935,-20,2025/7/16,15.35,-35.23%
20250813-8935,8935,-19,2025/7/17,15.4,0.33%
20250813-8935,8935,-18,2025/7/18,15.6,1.30%
20250813-8935,8935,-17,2025/7/21,15.5,-0.64%
20250813-8935,8935,-16,2025/7/22,15.4,-0.65%
20250813-8935,8935,-15,2025/7/23,15.35,-0.32%
20250813-8935,8935,-14,2025/7/24,15.3,-0.33%
20250813-8935,8935,-13,2025/7/25,15.15,-0.98%
20250813-8935,8935,-12,2025/7/28,14.9,-1.65%
20250813-8935,8935,-11,2025/7/29,14.25,-4.36%
20250813-8935,8935,-10,2025/7/30,15.65,9.82%
20250813-8935,8935,-9,2025/7/31,15.5,-0.96%
20250813-8935,8935,-8,2025/8/1,14.55,-6.13%
20250813-8935,8935,-7,2025/8/4,16,9.97%
20250813-8935,8935,-6,2025/8/5,17.6,10.00%
20250813-8935,8935,-5,2025/8/6,16.9,-3.98%
20250813-8935,8935,-4,2025/8/7,17.05,0.89%
20250813-8935,8935,-3,2025/8/8,18,5.57%
20250813-8935,8935,-2,2025/8/11,19.8,10.00%
20250813-8935,8935,-1,2025/8/12,21.75,9.85%
20250813-8935,8935,1,2025/8/14,21.8,
20250813-8935,8935,2,2025/8/15,23.35,
20250813-8935,8935,3,2025/8/18,22.5,
20250813-8935,8935,4,2025/8/19,21.8,
20250813-8935,8935,5,2025/8/20,20.1,
20250813-8935,8935,6,2025/8/21,22.1,
20250813-8935,8935,7,2025/8/22,22.7,
20250813-8935,8935,8,2025/8/25,23.2,
20250813-8935,8935,9,2025/8/26,23.5,
20250813-8935,8935,10,2025/8/27,25.1,
20250814-5475,5475,0,2025/8/14,48.7,
20250814-5475,5475,-20,2025/7/17,34.2,-29.77%
20250814-5475,5475,-19,2025/7/18,33,-3.51%
20250814-5475,5475,-18,2025/7/21,32.85,-0.45%
20250814-5475,5475,-17,2025/7/22,33.9,3.20%
20250814-5475,5475,-16,2025/7/23,34.6,2.06%
20250814-5475,5475,-15,2025/7/24,34.6,0.00%
20250814-5475,5475,-14,2025/7/25,33.7,-2.60%
20250814-5475,5475,-13,2025/7/28,35.5,5.34%
20250814-5475,5475,-12,2025/7/29,33.65,-5.21%
20250814-5475,5475,-11,2025/7/30,35.55,5.65%
20250814-5475,5475,-10,2025/7/31,37.8,6.33%
20250814-5475,5475,-9,2025/8/1,36.35,-3.84%
20250814-5475,5475,-8,2025/8/4,34.95,-3.85%
20250814-5475,5475,-7,2025/8/5,35,0.14%
20250814-5475,5475,-6,2025/8/6,34.8,-0.57%
20250814-5475,5475,-5,2025/8/7,34.55,-0.72%
20250814-5475,5475,-4,2025/8/8,35.1,1.59%
20250814-5475,5475,-3,2025/8/11,36.65,4.42%
20250814-5475,5475,-2,2025/8/12,40.3,9.96%
20250814-5475,5475,-1,2025/8/13,44.3,9.93%
20250814-5475,5475,1,2025/8/15,49.5,
20250814-5475,5475,2,2025/8/18,54.3,
20250814-5475,5475,3,2025/8/19,49.9,
20250814-5475,5475,4,2025/8/20,44.95,
20250814-5475,5475,5,2025/8/21,44.5,
20250814-5475,5475,6,2025/8/22,40.3,
20250814-5475,5475,7,2025/8/25,42.6,
20250814-5475,5475,8,2025/8/26,41.5,
20250814-5475,5475,9,2025/8/27,41.6,
20250814-5475,5475,10,2025/8/28,41.75,
20250814-6215,6215,0,2025/8/14,152,
20250814-6215,6215,-20,2025/7/17,100,-34.21%
20250814-6215,6215,-19,2025/7/18,110,10.00%
20250814-6215,6215,-18,2025/7/21,117,6.36%
20250814-6215,6215,-17,2025/7/22,113.5,-2.99%
20250814-6215,6215,-16,2025/7/23,122.5,7.93%
20250814-6215,6215,-15,2025/7/24,122,-0.41%
20250814-6215,6215,-14,2025/7/25,117,-4.10%
20250814-6215,6215,-13,2025/7/28,118.5,1.28%
20250814-6215,6215,-12,2025/7/29,119.5,0.84%
20250814-6215,6215,-11,2025/7/30,122,2.09%
20250814-6215,6215,-10,2025/7/31,118,-3.28%
20250814-6215,6215,-9,2025/8/1,118,0.00%
20250814-6215,6215,-8,2025/8/4,117,-0.85%
20250814-6215,6215,-7,2025/8/5,123,5.13%
20250814-6215,6215,-6,2025/8/6,120.5,-2.03%
20250814-6215,6215,-5,2025/8/7,121.5,0.83%
20250814-6215,6215,-4,2025/8/8,133.5,9.88%
20250814-6215,6215,-3,2025/8/11,139.5,4.49%
20250814-6215,6215,-2,2025/8/12,142.5,2.15%
20250814-6215,6215,-1,2025/8/13,156.5,9.82%
20250814-6215,6215,1,2025/8/15,150.5,
20250814-6215,6215,2,2025/8/18,154.5,
20250814-6215,6215,3,2025/8/19,148,
20250814-6215,6215,4,2025/8/20,134,
20250814-6215,6215,5,2025/8/21,134.5,
20250814-6215,6215,6,2025/8/22,135.5,
