industry_category,stock_id,stock_name,type,date
金融保險,2816,旺旺保,twse,2025-07-16
金融保險,2820,華票,twse,2025-07-16
金融保險,2823,中壽,twse,2024-12-04
金融保險,2827,中聯,twse,2024-12-04
金融保險,2831,中華銀,twse,2024-12-04
金融保險,2832,台產,twse,2025-07-16
金融保險,2833,台壽保,twse,2024-12-04
金融保險,2833A,台壽甲,twse,2024-12-04
金融保險,2834,臺企銀,twse,2025-07-16
金融保險,2836,高雄銀,twse,2025-07-16
金融保險,2836A,高雄銀甲特,twse,2025-07-16
金融保險,2837,萬泰銀,twse,2024-12-04
金融保險,2838,聯邦銀,twse,2025-07-16
金融保險,2838A,聯邦銀甲特,twse,2025-07-16
建材營造,2841,台開,twse,2025-07-14
金融保險,2845,遠東銀,twse,2025-07-16
金融保險,2847,大眾銀,twse,2024-12-04
金融保險,2849,安泰銀,twse,2025-07-16
金融保險,2850,新產,twse,2025-07-16
金融保險,2851,中再保,twse,2025-07-16
金融保險,2852,第一保,twse,2025-07-16
金融保險,2854,寶來證,twse,2024-12-04
金融保險,2855,統一證,twse,2025-07-16
金融保險,2856,元富證,twse,2024-12-04
金融保險,2867,三商壽,twse,2025-07-16
金融保險,2880,華南金,twse,2025-07-16
金融保險,2881,富邦金,twse,2025-07-16
金融保險,2881A,富邦特,twse,2025-07-16
金融保險,2881B,富邦金乙特,twse,2025-07-16
金融保險,2881C,富邦金丙特,twse,2025-07-16
金融保險,2882,國泰金,twse,2025-07-16
金融保險,2882A,國泰特,twse,2025-07-16
金融保險,2882B,國泰金乙特,twse,2025-07-16
金融保險,2883,凱基金,twse,2025-07-16
金融保險,2883A,開發特,twse,2024-12-04
金融保險,2883B,凱基金乙特,twse,2025-07-16
金融保險,2884,玉山金,twse,2025-07-16
金融保險,2885,元大金,twse,2025-07-16
金融保險,2886,兆豐金,twse,2025-07-16
金融保險,2887,台新金,twse,2025-07-16
金融保險,2887C,新丙特,twse,2024-12-04
金融保險,2887E,台新戊特,twse,2025-07-16
金融保險,2887F,台新戊特二,twse,2025-07-16
金融保險,2887Z1,台新己特,twse,2025-07-16
金融保險,2888,新光金,twse,2025-07-14
金融保險,2888A,新光金甲特,twse,2025-07-14
金融保險,2888B,新光金乙特,twse,2025-07-14
金融保險,2889,國票金,twse,2025-07-16
金融保險,2890,永豐金,twse,2025-07-16
金融保險,2891,中信金,twse,2025-07-16
金融保險,2891A,中信特,twse,2024-12-04
金融保險,2891B,中信金乙特,twse,2025-07-16
金融保險,2891C,中信金丙特,twse,2025-07-16
金融保險,2892,第一金,twse,2025-07-16
金融保險,2897,王道銀行,twse,2025-07-16
金融保險,2897A,王道銀甲特,twse,2024-12-04
金融保險,2897B,王道銀乙特,twse,2025-07-16
貿易百貨,2901,欣欣,twse,2025-07-16
貿易百貨,2903,遠百,twse,2025-07-16
其他,2904,匯僑,twse,2025-07-16
貿易百貨,2905,三商,twse,2025-07-16
貿易百貨,2906,高林,twse,2025-07-16
貿易百貨,2908,特力,twse,2025-07-16
貿易百貨,2910,統領,twse,2025-07-16
貿易百貨,2911,麗嬰房,twse,2025-07-16
貿易百貨,2912,統一超,twse,2025-07-16
貿易百貨,2913,農林,twse,2025-07-16
貿易百貨,2915,潤泰全,twse,2025-07-16
居家生活類,2916,滿心,tpex,2025-07-16
建材營造,2923,鼎固-KY,twse,2025-07-16
居家生活類,2924,宏太-KY,tpex,2025-07-16
文化創意業,2926,誠品生活,tpex,2025-07-16
觀光事業,2928,紅馬-KY,tpex,2021-10-16
貿易百貨,2929,淘帝-KY,twse,2025-07-16
貿易百貨,2936,客思達-KY,twse,2024-12-04
居家生活類,2937,集雅社,tpex,2025-07-16
貿易百貨,2939,永邑-KY,twse,2025-07-16
居家生活類,2941,米斯特,tpex,2025-07-16
貿易百貨,2945,三商家購,twse,2025-07-16
居家生活類,2947,振宇五金,tpex,2025-07-16
居家生活類,2948,寶陞,tpex,2025-07-16
數位雲端類,2949,欣新網,tpex,2025-07-16
電腦及週邊設備業,3002,歐格,twse,2025-07-16
電子零組件業,3003,健和興,twse,2025-07-16
鋼鐵工業,3004,豐達科,twse,2025-07-16
電腦及週邊設備業,3005,神基,twse,2025-07-16
電子工業,3006,晶豪科,twse,2025-07-16
電子工業,3007,綠點,twse,2024-12-04
電子工業,3008,大立光,twse,2025-07-16
電子工業,3009,奇美電,twse,2024-12-04
電子通路業,3010,華立,twse,2025-07-16
電子工業,3011,今皓,twse,2025-07-16
電子工業,3013,晟銘電,twse,2025-07-16
電子工業,3014,聯陽,twse,2025-07-16
電子零組件業,3015,全漢,twse,2025-07-16
電子工業,3016,嘉晶,twse,2025-07-16
電腦及週邊設備業,3017,奇鋐,twse,2025-07-16
電子工業,3018,隆銘綠能,twse,2025-07-16
電子工業,3019,亞光,twse,2025-07-16
電子通路業,3020,奇普仕,twse,2024-12-04
電子零組件業,3021,鴻名,twse,2025-07-16
電子工業,3022,威強電,twse,2025-07-16
電子工業,3023,信邦,twse,2025-07-16
光電業,3024,憶聲,twse,2025-07-16
電子工業,3025,星通,twse,2025-07-16
電子零組件業,3026,禾伸堂,twse,2025-07-16
電子工業,3027,盛達,twse,2025-07-16
電子通路業,3028,增你強,twse,2025-07-16
電子工業,3029,零壹,twse,2025-07-16
電子工業,3030,德律,twse,2025-07-16
光電業,3031,佰鴻,twse,2025-07-16
電子工業,3032,偉訓,twse,2025-07-16
電子工業,3033,威健,twse,2025-07-16
半導體業,3034,聯詠,twse,2025-07-16
半導體業,3035,智原,twse,2025-07-16
電子工業,3036,文曄,twse,2025-07-16
電子工業,3036A,文曄甲特,twse,2025-07-16
電子零組件業,3037,欣興,twse,2025-07-16
電子工業,3038,全台,twse,2025-07-16
其他,3040,遠見,twse,2025-07-16
電子工業,3041,揚智,twse,2025-07-16
電子零組件業,3042,晶技,twse,2025-07-16
電子工業,3043,科風,twse,2025-07-16
電子零組件業,3044,健鼎,twse,2025-07-16
電子工業,3045,台灣大,twse,2025-07-16
電腦及週邊設備業,3046,建碁,twse,2025-07-16
電子工業,3047,訊舟,twse,2025-07-16
電子通路業,3048,益登,twse,2025-07-16
電子工業,3049,精金,twse,2025-07-16
光電業,3050,鈺德,twse,2025-07-16
光電業,3051,力特,twse,2025-07-16
建材營造,3052,夆典,twse,2025-07-16
其他電子業,3053,鼎營,twse,2024-12-04
食品工業,3054,立萬利,twse,2025-07-16
電子通路業,3055,蔚華科,twse,2025-07-16
建材營造,3056,富華新,twse,2025-07-16
電腦及週邊設備業,3057,喬鼎,twse,2025-07-16
電子零組件業,3058,立德,twse,2025-07-16
電子工業,3059,華晶科,twse,2025-07-16
電子工業,3060,銘異,twse,2025-07-16
光電業,3061,璨圓,twse,2024-12-04
通信網路業,3062,建漢,twse,2025-07-16
半導體業,3063,飛信,twse,2024-12-04
文化創意業,3064,泰偉,tpex,2025-07-16
光電業,3066,李洲,tpex,2025-07-16
其他電子類,3067,全域,tpex,2025-07-16
電腦及週邊設備業,3071,協禧,tpex,2025-07-16
綠能環保類,3073,天方能源,tpex,2025-07-16
電子零組件業,3078,僑威,tpex,2025-07-16
光電業,3080,威力盟,twse,2024-12-04
通信網路業,3081,聯亞,tpex,2025-07-16
文化創意業,3083,網龍,tpex,2025-07-16
數位雲端類,3085,新零售,tpex,2025-07-16
文化創意業,3086,華義,tpex,2025-07-16
電腦及週邊設備業,3088,艾訊,tpex,2025-07-16
電子零組件業,3089,億杰,tpex,2023-07-22
電子工業,3090,日電貿,twse,2025-07-16
電子零組件業,3092,鴻碩,twse,2025-07-16
其他電子類,3093,港建*,tpex,2025-07-16
電子工業,3094,聯傑,twse,2025-07-16
通信網路業,3095,及成,tpex,2025-07-16
半導體業,3105,穩懋,tpex,2025-07-16
電子零組件業,3114,好德,tpex,2025-07-16
電子零組件業,3115,富榮綱,tpex,2025-07-16
生技醫療業,3118,進階,tpex,2025-07-16
半導體業,3122,笙泉,tpex,2025-07-16
光電業,3128,昇銳,tpex,2025-07-16
數位雲端,3130,一零四,twse,2025-07-16
其他電子類,3131,弘塑,tpex,2025-07-16
電子工業,3138,耀登,twse,2025-07-16
半導體業,3141,晶宏,tpex,2025-07-16
電子工業,3142,遠茂,twse,2024-12-04
電子零組件業,3144,新揚科,tpex,2021-12-16
資訊服務業,3147,大綜,tpex,2025-07-16
電子工業,3149,正達,twse,2025-07-16
電子工業,3150,鈺寶-創,twse,2025-07-16
通信網路業,3152,璟德,tpex,2025-07-16
電機機械,3162,精確,tpex,2025-07-16
通信網路業,3163,波若威,tpex,2025-07-16
生技醫療業,3164,景岳,twse,2025-07-16
電機機械,3167,大量,twse,2025-07-16
電子工業,3168,眾福科,twse,2025-07-16
半導體業,3169,亞信,tpex,2025-07-16
居家生活類,3171,炎洲流通,tpex,2025-07-16
生技醫療業,3176,基亞,tpex,2025-07-16
半導體業,3178,公準,tpex,2025-07-16
建材營造,3188,鑫龍騰,tpex,2025-07-16
電子工業,3189,景碩,twse,2025-07-16
電子零組件業,3191,雲嘉南,tpex,2025-07-16
電子零組件業,3202,樺晟,tpex,2025-04-05
生技醫療業,3205,佰研,tpex,2025-07-16
電子零組件業,3206,志豐,tpex,2025-07-16
電子零組件業,3207,耀勝,tpex,2025-07-16
電子通路業,3209,全科,twse,2025-07-16
電腦及週邊設備業,3211,順達,tpex,2025-07-16
電腦及週邊設備業,3213,茂訊,tpex,2025-07-16
電子工業,3214,元砷,twse,2024-12-04
電子零組件業,3217,優群,tpex,2025-07-16
生技醫療業,3218,大學光,tpex,2025-07-16
其他電子類,3219,倚強科,tpex,2025-07-16
通信網路業,3221,台嘉碩,tpex,2025-07-16
電子通路業,3224,三顧,tpex,2025-07-16
電機機械,3226,龍鋒,tpex,2025-07-16
半導體業,3227,原相,tpex,2025-07-16
半導體業,3228,金麗科,tpex,2025-07-16
電子零組件業,3229,晟鈦,twse,2025-07-16
光電業,3230,錦明,tpex,2025-07-16
電腦及週邊設備業,3231,緯創,twse,2025-07-16
電子通路業,3232,昱捷,tpex,2025-07-16
通信網路業,3234,光環,tpex,2025-07-16
電子零組件業,3236,千如,tpex,2025-07-16
觀光餐旅,3252,海灣,tpex,2025-07-16
電子工業,3257,虹冠電,twse,2025-07-16
半導體業,3259,鑫創,tpex,2025-07-16
半導體業,3260,威剛,tpex,2025-07-16
半導體業,3264,欣銓,tpex,2025-07-16
半導體業,3265,台星科,tpex,2025-07-16
建材營造,3266,昇陽,twse,2025-07-16
半導體業,3268,海德威,tpex,2025-07-16
半導體業,3271,其樂達,twse,2024-12-04
電腦及週邊設備業,3272,東碩,tpex,2025-07-16
電子零組件業,3276,宇環,tpex,2025-07-16
其他,3284,太普高,tpex,2025-07-16
其他電子類,3285,微端,tpex,2025-07-16
電腦及週邊設備業,3287,廣寰科,tpex,2025-07-16
電子零組件業,3288,點晶,tpex,2025-07-16
其他電子類,3289,宜特,tpex,2025-07-16
電子零組件業,3290,東浦,tpex,2025-07-16
文化創意業,3293,鈊象,tpex,2025-07-16
電子零組件業,3294,英濟,tpex,2025-07-16
電子零組件業,3296,勝德,twse,2025-07-16
光電業,3297,杭特,tpex,2025-07-16
其他電子類,3303,岱稜,tpex,2025-07-16
電子工業,3305,昇貿,twse,2025-07-16
通信網路業,3306,鼎天,tpex,2025-07-16
電子零組件業,3308,聯德,twse,2025-07-16
電子零組件業,3310,佳穎,tpex,2025-07-16
電子工業,3311,閎暉,twse,2025-07-16
電子通路業,3312,弘憶股,twse,2025-07-16
其他,3313,斐成,tpex,2025-07-16
電子通路業,3315,宣昶,twse,2025-05-28
半導體業,3317,尼克森,tpex,2025-07-16
電子零組件業,3321,同泰,twse,2025-07-16
電子零組件業,3322,建舜電,tpex,2025-07-16
電腦及週邊設備業,3323,加百裕,tpex,2025-07-16
其他電子類,3324,雙鴻,tpex,2025-07-16
電腦及週邊設備業,3325,旭品,tpex,2025-07-16
電子零組件業,3332,幸康,tpex,2025-07-16
電子工業,3338,泰碩,twse,2025-07-16
光電業,3339,泰谷,tpex,2025-07-16
汽車工業,3346,麗清,twse,2025-07-16
電腦及週邊設備業,3349,寶德,tpex,2025-07-16
電子零組件業,3354,律勝,tpex,2025-07-16
電子工業,3356,奇偶,twse,2025-07-16
電子零組件業,3357,臺慶科,tpex,2025-07-16
電子通路業,3360,尚立,tpex,2025-07-16
光電業,3362,先進光,tpex,2025-07-16
通信網路業,3363,上詮,tpex,2025-07-16
其他電子業,3367,英華達,twse,2024-12-04
半導體業,3372,典範,tpex,2025-07-16
其他電子類,3373,熱映,tpex,2025-07-16
半導體業,3374,精材,tpex,2025-07-16
電子零組件業,3376,新日興,twse,2025-07-16
電機機械,3379,彬台,tpex,2025-07-16
電子工業,3380,明泰,twse,2025-07-16
電子工業,3383,新世紀,twse,2025-05-14
電子零組件業,3388,崇越電,tpex,2025-07-16
電子零組件業,3390,旭軟,tpex,2025-07-16
其他電子類,3402,漢科,tpex,2025-07-16
電子工業,3406,玉晶光,twse,2025-07-16
電子工業,3413,京鼎,twse,2025-07-16
電腦及週邊設備業,3416,融程電,twse,2025-07-16
電子工業,3419,譁裕,twse,2025-07-16
電機機械,3426,台興,tpex,2025-07-16
化學工業,3430,奇鈦科,tpex,2025-07-16
電子零組件業,3432,台端,twse,2025-07-16
光電業,3434,哲固,tpex,2025-07-16
電子工業,3437,榮創,twse,2025-07-16
半導體業,3438,類比科,tpex,2025-07-16
光電業,3441,聯一光,tpex,2025-07-16
電子工業,3443,創意,twse,2025-07-16
電子通路業,3444,利機,tpex,2025-07-16
通信網路業,3447,展達,twse,2025-07-16
半導體業,3450,聯鈞,twse,2025-07-16
電子工業,3454,晶睿,twse,2025-07-16
光電業,3455,由田,tpex,2025-07-16
其他電子類,3465,進泰電子,tpex,2025-07-16
通信網路業,3466,德晉,tpex,2025-07-16
半導體業,3467,台灣精材,tpex,2025-07-16
半導體業,3474,華亞科,twse,2024-12-04
電腦及週邊設備業,3479,安勤,tpex,2025-07-16
電子工業,3481,群創,twse,2025-07-16
電腦及週邊設備業,3483,力致,tpex,2025-07-16
電子零組件業,3484,崧騰,tpex,2025-07-16
建材營造,3489,森寶,tpex,2025-07-16
光電業,3490,單井,tpex,2025-07-16
通信網路業,3491,昇達科,tpex,2025-07-16
電子零組件業,3492,長盛,tpex,2025-07-16
電腦及週邊設備業,3494,誠研,twse,2025-07-16
其他電子類,3498,陽程,tpex,2025-07-16
通信網路業,3499,環天科,tpex,2025-07-16
電子零組件業,3501,維熹,twse,2025-07-16
電子工業,3504,揚明光,twse,2025-07-16
其他電子類,3508,位速,tpex,2025-07-16
電子零組件業,3511,矽瑪,tpex,2025-07-16
建材營造,3512,皇龍,tpex,2025-07-16
電子工業,3514,昱晶,twse,2025-05-14
電子工業,3515,華擎,twse,2025-07-16
光電業,3516,亞帝歐,tpex,2025-07-16
電子工業,3518,柏騰,twse,2025-07-16
半導體業,3519,綠能,twse,2025-06-06
電子零組件業,3520,華盈,tpex,2025-07-16
建材營造,3521,鴻翊,tpex,2025-07-16
觀光餐旅,3522,御嵿,tpex,2025-07-16
光電業,3523,迎輝,tpex,2025-07-16
電子零組件業,3526,凡甲,tpex,2025-07-16
半導體業,3527,聚積,tpex,2025-07-16
電子通路業,3528,安馳,twse,2025-07-16
半導體業,3529,力旺,tpex,2025-07-16
電子工業,3530,晶相光,twse,2025-07-16
光電業,3531,先益,tpex,2025-07-16
半導體業,3532,台勝科,twse,2025-07-16
電子零組件業,3533,嘉澤,twse,2025-07-16
電子工業,3534,雷凌,twse,2024-12-04
電子工業,3535,晶彩科,twse,2025-07-16
半導體業,3536,誠創,twse,2025-06-06
電子零組件業,3537,堡達,tpex,2025-07-16
電腦及週邊設備業,3540,曜越,tpex,2025-07-16
其他電子類,3541,西柏,tpex,2025-07-16
電子工業,3543,州巧,twse,2025-07-16
電子工業,3545,敦泰,twse,2025-07-16
文化創意業,3546,宇峻,tpex,2025-07-16
電子零組件業,3548,兆利,tpex,2025-07-16
電子工業,3550,聯穎,twse,2025-07-16
綠能環保類,3551,世禾,tpex,2025-07-16
其他電子類,3552,同致,tpex,2025-07-16
半導體業,3555,博士旺,tpex,2025-07-16
半導體業,3556,禾瑞亞,tpex,2025-07-16
居家生活,3557,嘉威,twse,2025-07-16
通信網路業,3558,神準,tpex,2025-07-16
電子工業,3559,全智科,twse,2025-05-14
電子工業,3561,昇陽光電,twse,2025-05-14
電子工業,3563,牧德,twse,2025-07-16
通信網路業,3564,其陽,tpex,2025-07-16
半導體業,3567,逸昌,tpex,2025-07-16
資訊服務業,3570,大塚,tpex,2025-07-16
光電業,3573,穎台,twse,2024-12-04
光電業,3576,聯合再生,twse,2025-07-16
電腦及週邊設備業,3577,泓格,tpex,2025-07-16
半導體業,3579,尚志,twse,2025-06-06
其他電子類,3580,友威科,tpex,2025-07-16
半導體業,3581,博磊,tpex,2025-07-16
電子工業,3583,辛耘,twse,2025-07-16
電子工業,3584,介面,twse,2024-12-04
其他電子類,3587,閎康,tpex,2025-07-16
電子工業,3588,通嘉,twse,2025-07-16
電子工業,3591,艾笛森,twse,2025-07-16
電子工業,3592,瑞鼎,twse,2025-07-16
電子零組件業,3593,力銘,twse,2025-07-16
電腦及週邊設備業,3594,磐儀,tpex,2025-07-16
電子工業,3596,智易,twse,2025-07-16
電子零組件業,3597,映興,tpex,2025-07-16
半導體業,3598,奕力,twse,2024-12-04
電子工業,3599,旺能,twse,2024-12-04
電子零組件業,3605,宏致,twse,2025-07-16
電子零組件業,3607,谷崧,twse,2025-07-16
電子零組件業,3609,三一東林,tpex,2025-07-16
電腦及週邊設備業,3611,鼎翰,tpex,2025-07-16
電子工業,3614,誠致,twse,2024-12-04
光電業,3615,安可,tpex,2025-07-16
電子工業,3617,碩天,twse,2025-07-16
電子工業,3622,洋華,twse,2025-07-16
光電業,3623,富晶通,tpex,2025-07-16
電子零組件業,3624,光頡,tpex,2025-07-16
電腦及週邊設備業,3625,西勝,tpex,2025-07-16
其他電子類,3628,盈正,tpex,2025-07-16
文化創意業,3629,地心引力,tpex,2025-07-16
光電業,3630,新鉅科,tpex,2025-07-16
電子零組件業,3631,晟楠,tpex,2025-07-16
通信網路業,3632,研勤,tpex,2025-07-16
半導體業,3638,F-IML,twse,2024-12-04
其他電子類,3642,駿熠電,tpex,2022-11-19
電子零組件業,3645,達邁,twse,2025-07-16
電子零組件業,3646,艾恩特,tpex,2025-07-16
電腦及週邊設備業,3652,精聯,twse,2025-07-16
電子工業,3653,健策,twse,2025-07-16
半導體業,3661,世芯-KY,twse,2025-07-16
其他電子類,3663,鑫科,tpex,2025-07-16
通信網路業,3664,安瑞-KY,tpex,2025-07-16
電子工業,3665,貿聯-KY,twse,2025-07-16
光電業,3666,光耀,tpex,2025-07-16
電子工業,3669,圓展,twse,2025-07-16
通信網路業,3672,康聯訊,tpex,2025-07-16
電子工業,3673,TPK-KY,twse,2025-07-16
半導體業,3675,德微,tpex,2025-07-16
電子零組件業,3679,新至陞,twse,2025-07-16
半導體業,3680,家登,tpex,2025-07-16
通信網路業,3682,亞太電,twse,2025-07-08
通信網路業,3684,榮昌,tpex,2025-07-16
電機機械,3685,元創精密,tpex,2025-07-16
電子工業,3686,達能,twse,2025-07-16
數位雲端類,3687,歐買尬,tpex,2025-07-16
電子零組件業,3689,湧德,tpex,2025-07-16
光電業,3691,碩禾,tpex,2025-07-16
電腦及週邊設備業,3693,營邦,tpex,2025-07-16
電子工業,3694,海華,twse,2025-07-16
半導體業,3697,F-晨星,twse,2024-12-04
電子工業,3698,隆達,twse,2025-05-14
電腦及週邊設備業,3701,大眾控,twse,2025-07-16
電子通路業,3702,大聯大,twse,2025-07-16
電子工業,3702A,大聯大甲特,twse,2024-12-04
建材營造,3703,欣陸,twse,2025-07-16
電子工業,3704,合勤控,twse,2025-07-16
生技醫療業,3705,永信,twse,2025-07-16
電腦及週邊設備業,3706,神達,twse,2025-07-16
半導體業,3707,漢磊,tpex,2025-07-16
綠能環保,3708,上緯投控,twse,2025-07-16
電腦及週邊設備業,3709,鑫聯大投控,tpex,2025-07-16
電子零組件業,3710,連展投控,tpex,2025-07-16
電子工業,3711,日月光投控,twse,2025-07-16
電腦及週邊設備業,3712,永崴投控,twse,2025-07-16
綠能環保類,3713,新晶投控,tpex,2025-07-16
光電業,3714,富采,twse,2025-07-16
電子零組件業,3715,定穎投控,twse,2025-07-16
生技醫療業,3716,中化控股,twse,2025-07-16
生技醫療業,4102,永日,tpex,2025-07-16
生技醫療業,4104,佳醫,twse,2025-07-16
生技醫療業,4105,東洋,tpex,2025-07-16
生技醫療業,4106,雃博,twse,2025-07-16
生技醫療業,4107,邦特,tpex,2025-07-16
生技醫療業,4108,懷特,twse,2025-07-16
生技醫療業,4109,加捷生醫,tpex,2025-07-16
生技醫療業,4111,濟生,tpex,2025-07-16
建材營造,4113,聯上,tpex,2025-07-16
生技醫療業,4114,健喬,tpex,2025-07-16
生技醫療業,4116,明基醫,tpex,2025-07-16
生技醫療業,4119,旭富,twse,2025-07-16
生技醫療業,4120,友華,tpex,2025-07-16
生技醫療業,4121,優盛,tpex,2025-07-16
生技醫療業,4123,晟德,tpex,2025-07-16
生技醫療業,4126,太醫,tpex,2025-07-16
生技醫療業,4127,天良,tpex,2025-07-16
生技醫療業,4128,中天,tpex,2025-07-16
生技醫療業,4129,聯合,tpex,2025-07-16
生技醫療業,4129A,聯合甲特,tpex,2023-08-10
生技醫療業,4130,健亞,tpex,2025-07-16
生技醫療業,4131,浩泰,tpex,2025-07-16
生技醫療業,4133,亞諾法,twse,2025-07-16
化學生技醫療,4137,麗豐-KY,twse,2025-07-16
生技醫療業,4138,曜亞,tpex,2025-07-16
生技醫療業,4139,馬光-KY,tpex,2025-07-16
生技醫療業,4141,龍燈-KY,twse,2025-04-11
化學生技醫療,4142,國光生,twse,2025-07-16
生技醫療業,4144,康聯-KY,twse,2025-04-11
生技醫療業,4147,中裕,tpex,2025-07-16
生技醫療業,4148,全宇生技-KY,twse,2025-07-16
生技醫療業,4152,台微體,tpex,2021-10-02
生技醫療業,4153,鈺緯,tpex,2025-07-16
其他,4154,樂威科-KY,tpex,2025-07-16
化學生技醫療,4155,訊映,twse,2025-07-16
生技醫療業,4157,太景*-KY,tpex,2025-07-16
生技醫療業,4160,訊聯基因,tpex,2025-07-16
生技醫療業,4161,聿新科,tpex,2025-07-16
生技醫療業,4162,智擎,tpex,2025-07-16
生技醫療業,4163,鐿鈦,tpex,2025-07-16
生技醫療業,4164,承業醫,twse,2025-07-16
生技醫療業,4167,松瑞藥,tpex,2025-07-16
生技醫療業,4168,醣聯,tpex,2025-07-16
農業科技業,4171,瑞基,tpex,2025-07-16
生技醫療業,4173,久裕,tpex,2025-07-16
生技醫療業,4174,浩鼎,tpex,2025-07-16
生技醫療業,4175,杏一,tpex,2025-07-16
生技醫療業,4183,福永生技,tpex,2025-07-16
生技醫療業,4188,安克,tpex,2025-07-16
生技醫療業,4190,佐登-KY,twse,2025-07-16
生技醫療業,4192,杏國,tpex,2025-07-16
生技醫療業,4198,欣大健康,tpex,2025-07-16
食品工業,4205,中華食,tpex,2025-07-16
食品工業,4207,環泰,tpex,2025-07-16
塑膠工業,4303,信立,tpex,2025-07-16
塑膠工業,4304,勝昱,tpex,2025-07-16
塑膠工業,4305,世坤,tpex,2025-07-16
塑膠工業,4306,炎洲,twse,2025-07-16
紡織纖維,4401,東隆興,tpex,2025-07-16
紡織纖維,4402,郡都開發,tpex,2025-07-16
紡織纖維,4406,新昕纖,tpex,2025-07-16
紡織纖維,4413,飛寶企業,tpex,2025-07-16
紡織纖維,4414,如興,twse,2025-07-16
建材營造,4416,三圓,tpex,2025-07-16
紡織纖維,4417,金洲,tpex,2025-07-16
觀光餐旅,4419,皇家美食,tpex,2025-07-16
紡織纖維,4420,光明,tpex,2025-07-16
紡織纖維,4426,利勤,twse,2025-07-16
紡織纖維,4429,聚紡,tpex,2022-05-27
其他,4430,耀億,tpex,2025-07-16
紡織纖維,4432,銘旺實,tpex,2025-07-16
紡織纖維,4433,興采,tpex,2025-07-16
紡織纖維,4438,廣越,twse,2025-07-16
紡織纖維,4439,冠星-KY,twse,2025-07-16
紡織纖維,4440,宜新實業,twse,2025-07-16
紡織纖維,4442,竣邦-KY,tpex,2025-07-16
電機機械,4502,健信,tpex,2025-07-16
電機機械,4503,金雨,tpex,2025-07-16
電機機械,4506,崇友,tpex,2025-07-16
電機機械,4510,高鋒,tpex,2025-07-16
電機機械,4513,福裕,tpex,2025-07-16
電機機械,4523,永彰,tpex,2025-07-16
電機機械,4526,東台,twse,2025-07-16
電機機械,4527,方土霖,tpex,2025-07-16
電機機械,4528,江興鍛,tpex,2025-07-16
其他,4529,淳紳,tpex,2025-07-16
觀光餐旅,4530,宏易,tpex,2025-07-16
電機機械,4532,瑞智,twse,2025-07-16
電機機械,4533,協易機,tpex,2025-07-16
電機機械,4534,慶騰,tpex,2025-07-16
電機機械,4535,至興,tpex,2025-07-16
運動休閒,4536,拓凱,twse,2025-07-16
電機機械,4538,大詠城,tpex,2025-07-16
電機機械,4540,全球傳動,twse,2025-07-16
其他,4541,晟田,tpex,2025-07-16
電子零組件業,4542,科嶠,tpex,2025-07-16
電機機械,4543,萬在,tpex,2025-07-16
電子零組件業,4545,銘鈺,twse,2025-07-16
電機機械,4549,桓達,tpex,2025-07-16
電機機械,4550,長佳,tpex,2025-07-16
汽車工業,4551,智伸科,twse,2025-07-16
電機機械,4552,力達-KY,twse,2025-07-16
其他電子類,4554,橙的,tpex,2025-07-16
電機機械,4555,氣立,twse,2025-07-16
其他,4556,旭然,tpex,2025-07-16
汽車工業,4557,永新-KY,twse,2025-07-16
電機機械,4558,寶緯,tpex,2025-07-16
電機機械,4560,強信-KY,twse,2025-07-16
電機機械,4561,健椿,tpex,2025-07-16
電機機械,4562,穎漢,twse,2025-07-16
電機機械,4563,百德,tpex,2025-07-16
電機機械,4564,元翎,twse,2025-07-16
電機機械,4566,時碩工業,twse,2025-07-16
電機機械,4568,科際精密,tpex,2025-07-16
汽車工業,4569,六方科-KY,twse,2025-07-16
電機機械,4571,鈞興-KY,twse,2025-07-16
電機機械,4572,駐龍,twse,2025-07-16
電機機械,4576,大銀微系統,twse,2025-07-16
其他電子類,4577,達航科技,tpex,2025-07-16
電機機械,4580,捷流閥業,tpex,2025-07-16
汽車工業,4581,光隆精密-KY,twse,2025-07-16
電機機械,4583,台灣精銳,twse,2025-07-16
電機機械,4584,君帆,tpex,2025-07-16
其他電子業,4588,玖鼎電力,twse,2025-07-16
居家生活類,4609,唐鋒,tpex,2025-07-16
居家生活類,4702,中美實,tpex,2025-07-16
化學工業,4706,大恭,tpex,2025-07-16
化學工業,4707,磐亞,tpex,2025-07-16
化學工業,4711,永純,tpex,2025-07-16
食品工業,4712,南璋,tpex,2024-02-08
化學工業,4714,永捷,tpex,2025-07-16
化學工業,4716,大立,tpex,2025-07-16
化學工業,4720,德淵,twse,2025-07-16
化學工業,4721,美琪瑪,tpex,2025-07-16
化學生技醫療,4722,國精化,twse,2025-07-16
化學生技醫療,4725,信昌化,twse,2025-03-13
生技醫療業,4726,永昕,tpex,2025-07-16
生技醫療業,4728,雙美,tpex,2025-07-16
光電業,4729,熒茂,tpex,2025-07-16
化學工業,4733,上緯,twse,2024-12-03
生技醫療業,4735,豪展,tpex,2025-07-16
生技醫療業,4736,泰博,twse,2025-07-16
生技醫療業,4737,華廣,twse,2025-07-16
化學生技醫療,4739,康普,twse,2025-07-16
化學工業,4741,泓瀚,tpex,2025-07-16
生技醫療業,4743,合一,tpex,2025-07-16
生技醫療業,4744,皇將,tpex,2025-07-16
生技醫療業,4745,合富-KY,tpex,2025-07-16
化學生技醫療,4746,台耀,twse,2025-07-16
